trace_index,baseline_trace,n,avg_no,avg_with,gain,x,y
182,0 1 741 11 12 13,25,0.6779999999999999,0.6828,0.0048000000000000265,-0.24862172159572318,0.3949077238700284
183,0 1 854 11 12 13,25,0.588,0.5928,0.0048000000000000265,-0.24314869526923244,0.400356282634475
184,0 1 1012 11 12 13,25,0.5686,0.5726,0.0040000000000000036,-0.25133265829629925,0.3921693155900529
185,0 1 2 11 11 12 13,35,0.30914285714285716,0.312,0.002857142857142836,0.07912152592685856,0.4139865097541786
186,0 1 1008 2 11 12 13,30,0.6378333333333333,0.6405,0.002666666666666706,-0.1520002720347099,0.48172126404081456
187,0 1 2 713 11 12 13,30,0.6026666666666666,0.6041666666666666,0.0015000000000000568,0.08299427566998369,0.41135412882633304
188,0 1 2 3 21 13 16 10,30,0.4713333333333333,0.4726666666666667,0.001333333333333353,0.10348277105270913,0.10096147348135072
189,0 1 2 11 856 13 16 10,35,0.5914285714285714,0.5924285714285714,0.0010000000000000009,-0.13818086913621314,0.23913959454869083
190,0 1 2 11 875 13 16 10,35,0.5914285714285714,0.5924285714285714,0.0010000000000000009,-0.13687322027766344,0.24253991853422996
191,0 1 701 11 12 13 16 10,30,0.39599999999999996,0.3968333333333333,0.0008333333333333526,-0.22210042422664025,0.2951614697558802
192,0 1 2 1006 12 13 16 10,35,0.641,0.6417142857142858,0.0007142857142857784,-0.016462483781699806,0.22437478316296813
193,0 1 770 11 12 13 16 10,35,0.754,0.7547142857142857,0.0007142857142856673,-0.2259267173397216,0.2957487997292332
194,0 1 2 3 1015 1015 5 6 7 14,40,0.569125,0.56975,0.0006249999999999867,0.5432707783476147,-0.0932277498307077
195,0 807 2 3 21 12 13,30,0.6756666666666666,0.6758333333333333,0.0001666666666666483,0.41564417398031767,0.39513787384910076
196,0 1 1004 10,15,0.24799999999999997,0.24799999999999997,0.0,-0.3566624098248867,-0.10093102669819501
197,0 1 2 3 18 12 13,35,0.46885714285714286,0.46885714285714286,0.0,0.2975999267001368,0.23138343192032554
198,0 1 2 3 18 12 13 16 10,40,0.418625,0.418625,0.0,0.16418093857523663,0.2100529503413051
199,0 1 2 3 18 12 13 16 899,40,0.26825,0.26825,0.0,0.2690275520802611,0.2742129911612145
200,0 1 2 3 18 12 833,35,0.3401428571428572,0.3401428571428572,0.0,0.36907975695491757,0.13576454282090844
201,0 1 2 3 787 22 12 13 16 10,40,0.5271250000000001,0.5271250000000001,0.0,0.1993730877611668,0.22010760430000686
202,0 1 2 3 871 12 13 16 10,35,0.3722857142857143,0.3722857142857143,0.0,0.1479035910207924,0.20403508946724025
203,0 1 2 3 917 12 13 16 10,40,0.555875,0.555875,0.0,0.14807862273882516,0.20679521734071454
204,0 1 2 878 4 5 6 7 14,40,0.636625,0.636625,0.0,0.4498947014377227,-0.25698422305867136
205,0 1 2 930 21 12 13 16 10,40,0.6521250000000001,0.6521250000000001,0.0,0.07632777506110772,0.23851465773934927
206,0 1 826 2 3 18 12 13,35,0.6457142857142858,0.6457142857142858,0.0,0.38244569475382206,0.28440260559717595
207,0 795 2 3 4 5 6 7 8,40,0.31074999999999997,0.31074999999999997,0.0,0.6174304419593113,-0.1532327715846072
208,0 820 2 3 4 5 6 7 14 821,40,0.3255,0.3255,0.0,0.6159580203793624,-0.24678723620062099
209,0 865 2 3 866 12 13,30,0.521,0.521,0.0,0.45445129716639315,0.3477851536809246
210,0 963 2 3 4 5 6 7 8,40,0.344125,0.344125,0.0,0.6184059473769947,-0.14922735419622749
211,0 985 2 3 986 5 6 7 14,40,0.6064999999999999,0.6064999999999999,0.0,0.6405333695638925,-0.10494634252744338
212,1007 1 9,15,0.25,0.25,0.0,0.00926794719946588,-0.6748021129132317
213,1021 1 2 11 12 13,25,1.0,1.0,0.0,0.017582421127988797,0.5629976275121298
214,1026 1 2 11 12 13 16 10,30,0.457,0.457,0.0,-0.11809529139393392,0.4487941121449431
215,1029 1 9 10,15,1.0,1.0,0.0,-0.2855208085173564,-0.4971355299895909
216,710 1 9 10,15,0.507,0.507,0.0,-0.3250929324771791,-0.4861846781201875
217,715 1 9 10,15,1.0,1.0,0.0,-0.3674942302753452,-0.44912693432920847
218,736 1 2 3 22 12 13,30,0.8301666666666667,0.8301666666666667,0.0,0.4183820820643634,0.3870150489983543
219,760 1 9 10,15,1.0,1.0,0.0,-0.3152792028147157,-0.49165938499123363
220,762 1 9 10,15,1.0,1.0,0.0,-0.31097316387098206,-0.4799822120474211
221,767 1 9 10,15,1.0,1.0,0.0,-0.29391016203042103,-0.49099609800118404
222,794 1 9 10,15,0.7333333333333333,0.7333333333333333,0.0,-0.3182432377600151,-0.4726913255498897
223,796 1 2 11 12 13,30,0.4216666666666667,0.4216666666666667,0.0,0.005062787598094248,0.563561255837311
224,797 1 2 3 18 12 13 16 10,40,0.592375,0.592375,0.0,0.2650980043022783,0.3602007713626499
225,806 9 10,10,0.8335000000000001,0.8335000000000001,0.0,-0.6851968116922663,-0.35449677856334766
226,808 9 10,10,0.5835,0.5835,0.0,-0.7214585490966332,-0.25989275994821465
227,811 1 9 10,15,0.511,0.511,0.0,-0.2860530544829404,-0.5068030181399514
228,813 1 9 10,15,1.0,1.0,0.0,-0.33067956381742064,-0.4778137323417821
229,827 1 9 10,15,1.0,1.0,0.0,-0.35539794723510404,-0.4476091906274205
230,832 1 2 11 12 13,25,1.0,1.0,0.0,0.042336490570122315,0.5608049318117596
231,834 1 9 10,15,1.0,1.0,0.0,-0.3529147854972631,-0.46777840964527073
232,838 1 2 11 12 13,25,0.7066,0.7066,0.0,0.029981888444237558,0.5619056389980491
233,843 1 2 11 12 13,25,0.7066,0.7066,0.0,0.021708700225161148,0.5624328110903247
234,881 1 2 3 22 12 13,35,0.4621428571428572,0.4621428571428572,0.0,0.4213508820610178,0.3830358455521977
235,886 1 9 10,15,0.4953333333333333,0.4953333333333333,0.0,-0.3701444378513189,-0.4409099101842553
236,889 1 2 11 12 13,25,1.0,1.0,0.0,0.025863968442475897,0.5623940976361845
237,893 1 2 3 894 12 13,30,0.584,0.584,0.0,0.440564313752281,0.38116887865323673
238,900 1 2 3 18 12 13,30,0.7951666666666667,0.7951666666666667,0.0,0.4322439508729744,0.36420688860953204
239,902 1 9 10,15,1.0,1.0,0.0,-0.34047779363300357,-0.46588061221733373
240,905 1 9 10,15,1.0,1.0,0.0,-0.3412405138396251,-0.47649747594603525
241,911 1 9 10,15,1.0,1.0,0.0,-0.27811223375857413,-0.5042621985884285
242,915 1 9 10,15,1.0,1.0,0.0,-0.38105959128112055,-0.4384841874431655
243,918 1 9 10,15,1.0,1.0,0.0,-0.3417072766958337,-0.455399593049696
