trace_index,baseline_trace,n,avg_no,avg_with,gain,x,y
244,923 1 9 10,15,1.0,1.0,0.0,-0.30559926469516796,-0.49688064039247964
245,950 1 9 10,15,1.0,1.0,0.0,-0.3545207741235361,-0.4580044814093466
246,957 1 2 3 4 5 6 7 14,40,0.617875,0.617875,0.0,0.5930028406843907,-0.21195077962242173
247,959 1 2 11 12 13,25,0.7066,0.7066,0.0,0.009247170560189465,0.5633728366636158
248,972 1 2 11 12 973,30,0.36283333333333334,0.36283333333333334,0.0,-0.1484834014373693,0.6151220653344781
249,980 1 9 10,15,0.5286666666666666,0.5286666666666666,0.0,-0.3656046088508886,-0.4577781074021224
250,994 1 9 10,15,1.0,1.0,0.0,-0.37776167511519676,-0.44563555235600577
251,995 1 2 11 12 13,25,1.0,1.0,0.0,0.03411022211293027,0.5616157660530064
252,0 2 3 4 5 6 7 958,35,0.5281428571428571,0.5242857142857144,-0.0038571428571427813,0.5853312409874679,-0.3107111493294043
253,0 1 1005 9 10,20,0.45499999999999996,0.45,-0.004999999999999949,-0.2623666704428667,-0.25696898801948753
254,0 1 2 3 22 12 704 13 16 10,40,0.5167499999999999,0.511625,-0.005124999999999935,0.19732550852566477,0.22781495934901466
255,0 1 2 3 22 12 944 16 10,40,0.5738749999999999,0.567875,-0.005999999999999894,0.19495761340324963,0.10663874406397522
256,0 1 2 3 22 12 937 16 10,40,0.598125,0.592125,-0.006000000000000005,0.19196240630090045,0.10426937098411708
257,0 1 909 3 18 12 13,30,0.6031666666666666,0.597,-0.006166666666666654,0.369964313929505,0.2246185342586043
258,0 1 2 3 4 5 6 857 7 14,45,0.30444444444444446,0.2982222222222222,-0.00622222222222224,0.49958837405521905,-0.1956905575852813
259,0 1 2 3 4 5 849 6 7 14,45,0.573,0.5667777777777777,-0.00622222222222224,0.4959854457548979,-0.20820606284433632
260,0 1 2 776 777 5 6 7 14,40,0.519,0.51275,-0.006249999999999978,0.41514623150017704,-0.2982261967017663
261,0 1 700 9 10,20,0.66875,0.6625,-0.006249999999999978,-0.25623461851501933,-0.25526491071468027
262,0 1 768 9 10,20,0.46875,0.4625,-0.006249999999999978,-0.2544230751516194,-0.26274353298199177
263,0 1 879 9 10,20,0.54375,0.5375,-0.006249999999999978,-0.24755563132997366,-0.2555942906539901
264,0 1 945 9 10,20,0.46425,0.458,-0.006249999999999978,-0.2463007099445381,-0.26566805894415335
265,0 1 979 9 10,20,0.47225,0.466,-0.006249999999999978,-0.24125738375713882,-0.2605795121144745
266,0 1 2 3 22 12 1016 16 10,35,0.5112857142857142,0.5048571428571429,-0.006428571428571339,0.19115381756304173,0.10772922171706192
267,0 711 2 3 22 12 13 16 10,35,0.41714285714285715,0.4107142857142857,-0.00642857142857145,0.24677756405904774,0.3608922072212478
268,0 1034 2 3 4 5 6 7 14,40,0.64625,0.63975,-0.00649999999999995,0.6011800292423226,-0.1923283112580887
269,0 1 2 3 4 5 6 961 7 8,45,0.5165555555555555,0.51,-0.006555555555555537,0.5227694460207943,-0.15019358495416613
270,0 1 2 3 4 5 904 6 7 8,45,0.5475555555555556,0.5409999999999999,-0.006555555555555648,0.5113165819981766,-0.1840440020352427
271,0 983 2 3 22 12 13 16 10,35,0.40185714285714286,0.39528571428571424,-0.006571428571428617,0.24564557330859738,0.3644396767140993
272,0 723 2 3 4 5 6 7 14,40,0.614375,0.6075,-0.0068749999999999645,0.6027051711724096,-0.1882376792328298
273,0 1 2 744 4 5 6 7 14,40,0.414625,0.40774999999999995,-0.0068750000000000755,0.45208508245979406,-0.2584265246754648
274,0 1 2 3 4 761 6 7 14,40,0.645125,0.6381249999999999,-0.007000000000000006,0.4454346616919606,-0.16564093525193188
275,0 1 2 3 4 910 6 7 14,40,0.645125,0.6381249999999999,-0.007000000000000006,0.45691770785634206,-0.13792587935755468
276,0 1 2 3 21 12 13 16 10,35,0.4212857142857143,0.41414285714285715,-0.007142857142857173,0.15531571463382388,0.21065783526407056
277,0 1 2 3 22 12 13 16 10,35,0.5205714285714286,0.5134285714285713,-0.0071428571428572285,0.16329711697952642,0.20747968199197686
278,0 1 702 3 22 12 13 16,35,0.34928571428571425,0.34185714285714286,-0.0074285714285713955,0.3168836424397575,0.30193650122489274
279,0 1 2 835 12 13 16 10,35,0.686,0.6785714285714286,-0.007428571428571451,-0.020588132723221454,0.2175456135035139
280,0 1 2 3 4 5 678 7 14,40,0.42699999999999994,0.41925,-0.007749999999999924,0.4764421203585735,-0.11471536853208743
281,0 1 2 3 4 864 6 7 14,40,0.645125,0.637375,-0.007749999999999924,0.4540638741318834,-0.1444018352678864
282,0 1 2 3 4 5 6 978 14,40,0.406125,0.39837500000000003,-0.007749999999999979,0.4646179291101011,-0.12970063641263224
283,0 1 2 3 4 5 780 7 14,40,0.3795,0.37174999999999997,-0.007750000000000035,0.4783073582962744,-0.11235519402798556
284,0 1 9 703,15,0.357,0.349,-0.008000000000000007,-0.05476873285852247,-0.45194807634522877
285,0 1 2 3 4 5 6 7 818,40,0.5475,0.53925,-0.00824999999999998,0.47323873131912325,-0.1503761951116387
286,0 1 2 3 4 5 924 7 8,40,0.628125,0.6198750000000001,-0.00824999999999998,0.49740300164607026,-0.07418538262266566
287,0 907 2 11 12 13 16 10,30,0.3928333333333333,0.3845,-0.008333333333333304,-0.16562044956446445,0.4375760172887502
288,0 788 2 11 12 13 16 10,30,0.5251666666666667,0.5168333333333333,-0.008333333333333415,-0.16219492740469527,0.438430199972406
289,0 1 2 3 955 5 6 7 8,40,0.62425,0.6158750000000001,-0.00837499999999991,0.43420402363985544,-0.18017557661826966
290,0 1 2 823 4 5 6 7 8,40,0.69075,0.6823750000000001,-0.00837499999999991,0.4383640844885332,-0.2700589378362435
291,0 1 2 3 4 5 6 7 687,40,0.53925,0.530875,-0.008375000000000021,0.47691364700633615,-0.14191567124176135
292,0 1 2 3 4 5 6 7 789,40,0.53925,0.530875,-0.008375000000000021,0.47512540642504086,-0.14628391339561328
293,0 1 2 3 4 5 6 7 8 8,40,0.53925,0.530875,-0.008375000000000021,0.5283819047710695,-0.13647388280518594
294,0 1 2 3 4 5 774 7 8,40,0.6198750000000001,0.6115,-0.008375000000000021,0.49549665102979246,-0.07606523577955819
295,0 1 2 830 12 13 16 10,30,0.4535,0.44483333333333336,-0.008666666666666656,-0.01660220286549299,0.21772301075703374
296,0 1 2 3 4 5 6 7 8,240,0.779625,0.77,-0.009624999999999995,0.4857308635331848,-0.14029428972589703
297,0 1 2 3 4 822 6 7,40,0.41637500000000005,0.40675,-0.00962500000000005,0.4075922759275976,-0.11053775310761481
298,0 733 2 11 12 13 16,30,0.4691666666666666,0.4593333333333333,-0.009833333333333305,-0.08918348195635777,0.5458255584658591
299,0 1 680 681,15,0.15866666666666665,0.14800000000000002,-0.01066666666666663,0.11582532764344733,-0.49826524868705463
300,0 914 9,15,0.06666666666666667,0.05566666666666667,-0.010999999999999996,-0.6882467818237777,-0.04215505495211079
301,0 1 2 3 688 12 13,35,0.298,0.287,-0.01100000000000001,0.30175202256931316,0.21625031047093815
302,0 1 2 3 21 12 13,30,0.547,0.5351666666666667,-0.011833333333333362,0.29580021762652425,0.22778449290008126
303,0 0 1 2 11 12 13,35,0.41214285714285714,0.3995714285714286,-0.012571428571428567,-0.1927093210136134,0.47132739513670213
304,0 1 2 3 4 4 5 6 7 14,45,0.6851111111111111,0.6719999999999999,-0.013111111111111184,0.4960888271451663,-0.20085155544033276
305,0 1 2 3 975 5 6 7 14,40,0.59825,0.5835,-0.01474999999999993,0.44497027241725307,-0.18327185260233153
306,0 1 2 3 4 5 6 755 14,40,0.406125,0.391375,-0.01475000000000004,0.4517301336488973,-0.16305108029963566
307,0 1 2 3 922 5 6 7 14,40,0.38475000000000004,0.37,-0.01475000000000004,0.4471426534614392,-0.17974190842757756
308,0 1 2 3 4 5 6 7 1025,40,0.414,0.399125,-0.014874999999999972,0.479080599580218,-0.13680875592791325
309,0 2 3 4 5 6 7 14,35,0.36800000000000005,0.35300000000000004,-0.015000000000000013,0.5854238648142748,-0.2895260154594249
310,0 1 2 3 21 12,30,0.333,0.31783333333333336,-0.015166666666666662,0.3037127404735852,0.04185451384397557
311,0 1 758 10,15,0.5693333333333332,0.5536666666666666,-0.015666666666666607,-0.3422818288453609,-0.12907731502140418
312,0 1 766 10,15,0.5693333333333332,0.5536666666666666,-0.015666666666666607,-0.31297736343352367,-0.15440881581015442
313,0 1 840 10,15,0.5693333333333332,0.5536666666666666,-0.015666666666666607,-0.3913261729968887,-0.07211405675369215
314,0 1 870 10,15,0.5693333333333332,0.5536666666666666,-0.015666666666666607,-0.38280874672793685,-0.0943133768812255
315,0 1 748 10,15,0.2693333333333333,0.25366666666666665,-0.015666666666666662,-0.3725862617106077,-0.08561166343173855
316,0 1 844 10,15,0.2693333333333333,0.25366666666666665,-0.015666666666666662,-0.3758057766894367,-0.1016764974512962
317,0 1 992 10,15,0.3443333333333333,0.32866666666666666,-0.015666666666666662,-0.3375627964577272,-0.14064532726023043
318,0 1 686 10,15,0.26633333333333337,0.25066666666666665,-0.015666666666666718,-0.3036328351645188,-0.16005255000633087
319,0 1 740 10,15,0.2776666666666667,0.26199999999999996,-0.015666666666666718,-0.36880778173026063,-0.1100522259784689
320,0 1 927 10,15,0.44433333333333336,0.42866666666666664,-0.015666666666666718,-0.3529610318287855,-0.12630029164077528
321,0 1 982 10,15,0.611,0.5953333333333333,-0.015666666666666718,-0.35964494435883154,-0.11708425530340938
322,0 1 1033 2 3 22 12 13,35,0.6737142857142857,0.6578571428571428,-0.015857142857142903,0.3761348686844659,0.3008552261689838
323,0 1 2 11 773 12 13,35,0.3281428571428571,0.3115714285714286,-0.016571428571428515,0.07263756108446343,0.41821766052572357
324,0 1 2 3 4 5 6 7 14,40,0.5045,0.487875,-0.016624999999999945,0.4700922411979102,-0.16725712527846545
325,0 1 2 3 952 5 6 7 8,40,0.38712500000000005,0.3705,-0.016625000000000056,0.4960647663490079,-0.08514249242649422
326,0 682 2 11 12 12 13,30,0.4425,0.42283333333333334,-0.019666666666666666,0.13125604032132152,0.5884712942756242
327,0 1 1 2 3 21 12 13 16 10,40,0.50975,0.489375,-0.020375000000000032,0.17729756209985878,0.2412480567632155
328,0 1 2 3 753 12 13,35,0.25342857142857145,0.23299999999999998,-0.020428571428571463,0.2971652807767947,0.2152541261296698
329,0 1 2 3 22 12 13,35,0.28385714285714286,0.26185714285714284,-0.02200000000000002,0.29217900265654173,0.23356614159260441
330,0 1 2 3 4 5 6 14,35,0.47071428571428575,0.44857142857142857,-0.022142857142857186,0.4149120425191255,-0.13771932552764057
331,0 1 2 3 4 6 7 14,35,0.40042857142857147,0.3782857142857143,-0.022142857142857186,0.41001914547331225,-0.14619508941390685
332,0 1 779,15,0.13333333333333333,0.111,-0.02233333333333333,0.11925123613880186,-0.4858327096571066
333,0 1 2 3 697 12 13,30,0.5635,0.5396666666666667,-0.023833333333333262,0.30000697157494016,0.22005827915931903
334,0 1 2 3 920 12 13,30,0.5635,0.5396666666666667,-0.023833333333333262,0.30036104659921237,0.2117446063725923
335,0 1 2 3 22 757 13,30,0.41433333333333333,0.3905,-0.023833333333333317,0.38187251096293356,0.14832067757578943
336,0 883 2 11 12 13,30,0.4678333333333333,0.444,-0.023833333333333317,-0.05922227992820708,0.5610102336876726
337,0 913 2 11 12 13,30,0.5456666666666667,0.5218333333333333,-0.023833333333333484,-0.0640377681415152,0.5607760055503622
338,0 719 720 11 12 13,25,0.5207999999999999,0.496,-0.024799999999999933,-0.2970300745769946,0.5677635002309851
339,0 896 2 11 12 13,25,0.7114,0.6828,-0.02860000000000007,-0.05450621159276217,0.5612240229424448
340,0 974 2 11 12 13,25,0.7114,0.6828,-0.02860000000000007,-0.04529375978214676,0.5615495416504286
341,887 1 888 10,15,0.24799999999999997,0.21933333333333332,-0.028666666666666646,-0.6342132780516123,0.05504426108252829
342,869 1 9 10,15,0.5396666666666667,0.511,-0.02866666666666673,-0.3279209137234404,-0.46471576663529296
343,0 1 903 10,15,0.325,0.29533333333333334,-0.029666666666666675,-0.3472677610816571,-0.10674556799597032
344,0 754 9 10,15,0.5646666666666665,0.5323333333333333,-0.032333333333333214,-0.5402657901975881,-0.21945399216735403
345,0 1 2 943 12 13,25,0.4582,0.42480000000000007,-0.03339999999999993,0.06470076920694853,0.33609979646318194
346,0 1 2 839 12 13,25,0.2804,0.247,-0.033399999999999985,0.06567246716500046,0.3435796972842728
347,0 1 2 936 12 13,25,0.5332,0.49979999999999997,-0.03340000000000004,0.06696511286337989,0.33965475120009747
348,0 953 9 10,15,0.5596666666666666,0.525,-0.03466666666666662,-0.4985539449080696,-0.3031752764334667
349,1024 1 9 10,15,0.548,0.511,-0.03700000000000003,-0.27435077581651673,-0.509737269929683
350,0 2 3 21 12 13,25,0.7158,0.6758,-0.040000000000000036,0.44434596744148686,0.3229369617960221
351,0 1 752 10,15,0.3253333333333333,0.26799999999999996,-0.05733333333333335,-0.3992264970294915,-0.07094359708019345
352,0 1 772 10,15,0.308,0.25066666666666665,-0.05733333333333335,-0.3250489603718643,-0.13798324419644686
353,0 1 828 10,15,0.44433333333333336,0.38699999999999996,-0.0573333333333334,-0.30710163490293024,-0.14059433118378423
354,0 1 853 10,15,0.3333333333333333,0.26199999999999996,-0.07133333333333336,-0.38178225297185725,-0.07803732844126243
355,0 1 743 10,15,0.3393333333333333,0.24799999999999997,-0.09133333333333335,-0.3887057329420692,-0.08668473515707727
